group,step,hypoglycemia_medical,hypoglycemia_any,amputation,macroalbuminuria,microalbuminuria,blindness,ulcer,mi,stroke,chf,angina,dialysis,egfr_60,egfr_30,revasc,neurop,laser_retina,death,count_surviving
intervention--0012,39,3974,1790,202,3265,6022,2953,3352,1999,1238,1579,1611,601,3768,991,3549,9403,2637,10000,0
intervention--0004,1,119,13,0,38,188,46,68,51,13,2,46,2,52,6,77,842,71,112,9888
intervention--0004,2,238,32,1,67,380,101,127,109,36,5,98,2,117,11,148,1649,149,242,9758
intervention--0004,3,351,66,2,113,639,157,202,166,60,19,158,8,201,25,250,2553,238,366,9634
intervention--0004,4,464,94,4,168,880,228,272,223,85,30,201,16,287,38,355,3357,321,488,9512
intervention--0004,5,573,128,7,224,1122,310,353,267,108,40,238,21,386,60,463,4162,391,647,9353
intervention--0004,6,695,162,9,276,1362,381,428,336,136,49,287,31,495,70,558,4813,467,805,9195
intervention--0004,7,798,190,13,354,1586,453,516,391,155,65,336,41,610,87,645,5412,553,992,9008
intervention--0004,8,894,221,16,426,1830,520,595,452,179,81,375,48,738,105,751,5943,631,1187,8813
intervention--0004,9,999,259,19,509,2084,591,668,495,211,102,422,54,879,129,836,6408,704,1367,8633
intervention--0004,10,1103,303,19,582,2322,666,744,550,237,130,465,59,989,150,929,6807,776,1592,8408
intervention--0004,11,1205,349,23,675,2560,764,837,608,263,160,504,75,1106,170,1021,7185,853,1817,8183
intervention--0004,12,1309,378,26,772,2753,838,931,671,288,185,548,85,1249,183,1116,7512,929,2073,7927
intervention--0004,13,1406,419,31,853,2969,912,1024,731,316,222,603,101,1376,203,1208,7764,1010,2324,7676
intervention--0004,14,1489,466,31,932,3196,997,1100,779,348,254,651,116,1489,219,1284,8015,1078,2604,7396
intervention--0004,15,1591,508,33,1024,3381,1083,1203,845,384,294,685,127,1617,238,1388,8212,1147,2879,7121
intervention--0004,16,1706,568,34,1113,3603,1167,1304,900,421,338,730,140,1741,261,1468,8384,1217,3172,6828
intervention--0004,17,1807,618,38,1200,3774,1245,1412,952,457,391,774,154,1860,277,1574,8533,1297,3469,6531
intervention--0004,18,1904,671,42,1276,3945,1342,1503,999,492,442,814,168,1967,295,1681,8657,1362,3787,6213
intervention--0004,19,2025,714,50,1380,4122,1426,1580,1048,522,484,859,187,2081,320,1759,8771,1422,4140,5860
intervention--0004,20,2143,769,55,1456,4276,1525,1680,1101,556,524,896,207,2198,342,1847,8863,1509,4478,5522
intervention--0004,21,2248,812,64,1540,4413,1612,1768,1152,604,588,934,219,2328,367,1927,8947,1571,4848,5152
intervention--0004,22,2350,880,71,1627,4530,1693,1861,1208,627,633,976,230,2442,394,2020,9028,1641,5219,4781
intervention--0004,23,2428,941,76,1745,4672,1791,1946,1259,660,681,1021,257,2545,428,2102,9089,1728,5573,4427
intervention--0004,24,2517,992,85,1839,4810,1872,2045,1316,696,728,1055,278,2661,451,2180,9148,1802,5877,4123
intervention--0004,25,2610,1043,94,1958,4928,1968,2136,1353,727,766,1089,293,2781,472,2278,9196,1864,6240,3760
intervention--0004,26,2710,1086,103,2048,5054,2052,2230,1401,765,819,1130,308,2878,502,2367,9229,1923,6603,3397
intervention--0004,27,2823,1133,108,2155,5166,2134,2329,1456,815,876,1173,325,2964,542,2462,9258,1983,6933,3067
intervention--0004,28,2943,1172,112,2254,5271,2219,2434,1504,846,931,1207,341,3052,575,2551,9281,2039,7290,2710
intervention--0004,29,3037,1227,115,2354,5375,2322,2540,1554,874,984,1247,362,3135,608,2642,9311,2109,7614,2386
intervention--0004,30,3143,1280,122,2444,5468,2395,2611,1606,909,1030,1284,380,3221,649,2716,9331,2163,7891,2109
intervention--0004,31,3232,1331,137,2559,5551,2469,2701,1644,946,1086,1313,406,3295,682,2806,9353,2214,8170,1830
intervention--0004,32,3330,1377,146,2654,5638,2552,2801,1690,986,1132,1345,422,3376,714,2905,9368,2262,8422,1578
intervention--0004,33,3430,1425,155,2746,5709,2619,2887,1737,1029,1183,1383,435,3453,753,2978,9383,2330,8656,1344
intervention--0004,34,3536,1468,163,2849,5786,2687,2974,1774,1068,1234,1412,461,3526,774,3057,9394,2375,8891,1109
intervention--0004,35,3621,1525,170,2939,5843,2754,3040,1826,1099,1283,1448,486,3613,806,3136,9405,2436,9076,924
intervention--0004,36,3707,1581,178,3015,5905,2816,3121,1863,1131,1335,1477,504,3681,844,3218,9416,2495,9237,763
intervention--0004,37,3793,1629,187,3094,5964,2884,3203,1898,1153,1398,1502,518,3745,882,3299,9425,2541,9381,619
intervention--0004,38,3867,1681,197,3185,6031,2947,3271,1941,1184,1454,1528,546,3805,920,3379,9432,2581,9529,471
intervention--0004,39,3960,1725,204,3281,6079,3003,3380,1986,1223,1511,1550,566,3861,962,3452,9436,2650,10000,0
intervention--0010,1,127,17,0,40,200,44,62,67,14,3,56,3,57,16,71,867,71,103,9897
intervention--0010,2,238,32,1,87,393,102,132,122,28,8,99,5,123,25,158,1644,154,216,9784
intervention--0010,3,348,60,5,136,639,169,205,181,55,21,161,12,219,44,255,2518,222,364,9636
intervention--0010,4,448,85,7,194,863,226,272,236,73,31,207,13,289,55,365,3271,294,519,9481
intervention--0010,5,568,123,10,263,1117,307,344,289,90,45,271,23,397,75,476,4034,366,661,9339
intervention--0010,6,682,159,15,325,1341,372,430,341,109,60,314,33,508,92,584,4728,439,840,9160
intervention--0010,7,789,201,18,400,1623,451,514,392,146,77,360,39,608,117,682,5278,525,1025,8975
intervention--0010,8,884,238,21,457,1887,522,598,442,170,102,404,46,727,131,766,5825,588,1232,8768
intervention--0010,9,1002,270,24,534,2100,599,692,484,197,126,464,54,841,145,859,6318,674,1470,8530
intervention--0010,10,1127,319,27,604,2355,690,767,545,230,146,506,61,963,159,956,6747,757,1686,8314
intervention--0010,11,1230,362,30,692,2575,776,857,604,253,174,542,73,1082,182,1046,7109,831,1911,8089
intervention--0010,12,1352,407,33,782,2776,868,943,647,293,203,588,86,1205,208,1151,7418,908,2168,7832
intervention--0010,13,1449,451,35,871,2979,956,1022,705,321,237,623,103,1352,230,1227,7708,987,2413,7587
intervention--0010,14,1543,507,40,954,3180,1038,1111,765,352,266,668,115,1473,258,1330,7928,1054,2676,7324
intervention--0010,15,1644,541,41,1057,3367,1126,1211,812,372,304,722,128,1627,274,1423,8123,1120,2948,7052
intervention--0010,16,1753,579,49,1151,3578,1219,1303,862,404,352,762,139,1722,289,1512,8323,1183,3225,6775
intervention--0010,17,1837,624,53,1240,3738,1286,1407,914,435,397,808,152,1842,319,1608,8472,1259,3542,6458
intervention--0010,18,1945,662,56,1332,3921,1367,1512,984,468,441,856,167,1953,348,1711,8612,1337,3892,6108
intervention--0010,19,2052,715,63,1423,4078,1461,1608,1037,507,478,898,183,2088,371,1796,8738,1413,4258,5742
intervention--0010,20,2172,764,66,1509,4238,1548,1709,1086,545,514,939,201,2193,397,1887,8849,1480,4637,5363
intervention--0010,21,2261,815,75,1601,4394,1624,1810,1142,576,564,987,215,2313,432,1987,8927,1544,4954,5046
intervention--0010,22,2372,845,79,1693,4540,1695,1915,1200,625,604,1030,237,2424,462,2067,9003,1600,5281,4719
intervention--0010,23,2481,892,85,1801,4665,1788,2000,1267,675,665,1068,253,2537,490,2160,9062,1652,5649,4351
intervention--0010,24,2591,932,93,1914,4791,1880,2085,1315,703,711,1105,269,2639,522,2252,9127,1706,5975,4025
intervention--0010,25,2685,986,102,2014,4914,1979,2172,1366,726,765,1149,286,2760,544,2341,9170,1787,6379,3621
intervention--0010,26,2779,1027,105,2122,5028,2069,2264,1418,750,814,1188,306,2858,570,2428,9215,1845,6729,3271
intervention--0010,27,2870,1071,111,2222,5153,2143,2373,1474,794,872,1232,328,2960,600,2527,9246,1907,7075,2925
intervention--0010,28,2965,1124,115,2317,5263,2223,2469,1528,831,926,1264,348,3055,630,2612,9272,1971,7404,2596
intervention--0010,29,3053,1168,123,2414,5352,2288,2555,1572,869,996,1300,363,3149,663,2701,9290,2027,7714,2286
intervention--0010,30,3173,1216,129,2504,5422,2349,2630,1619,909,1057,1334,386,3216,691,2791,9323,2083,8007,1993
intervention--0010,31,3288,1284,136,2597,5514,2436,2726,1666,950,1109,1360,403,3298,728,2891,9341,2141,8284,1716
intervention--0010,32,3375,1331,142,2694,5571,2508,2800,1717,977,1159,1398,426,3392,768,2968,9368,2197,8534,1466
intervention--0010,33,3463,1378,146,2796,5638,2565,2868,1760,1002,1205,1430,449,3468,800,3049,9387,2243,8768,1232
intervention--0010,34,3551,1425,159,2890,5698,2647,2949,1799,1040,1240,1472,467,3534,832,3133,9399,2304,8972,1028
intervention--0010,35,3654,1476,167,2981,5774,2702,3021,1839,1074,1301,1503,490,3600,865,3199,9407,2361,9141,859
intervention--0010,36,3742,1533,174,3062,5836,2767,3097,1883,1101,1369,1539,512,3661,898,3264,9418,2411,9293,707
intervention--0010,37,3829,1577,181,3139,5895,2837,3170,1910,1135,1435,1575,535,3718,930,3347,9426,2466,9432,568
intervention--0010,38,3925,1621,189,3215,5948,2900,3244,1953,1160,1499,1605,555,3770,962,3417,9432,2519,9551,449
intervention--0010,39,4006,1658,196,3292,6004,2957,3325,1984,1188,1555,1625,574,3828,1005,3482,9437,2574,10000,0
intervention--0038,1,112,13,1,38,198,48,53,57,19,2,52,1,59,11,80,900,65,125,9875
intervention--0038,2,236,33,2,72,417,110,105,122,35,4,106,8,106,18,174,1658,135,243,9757
intervention--0038,3,343,60,3,129,668,173,168,180,55,14,162,10,188,34,255,2556,205,376,9624
intervention--0038,4,447,93,6,178,898,249,242,233,76,20,226,14,267,47,367,3382,283,544,9456
intervention--0038,5,544,125,7,244,1165,327,341,291,101,32,270,21,374,63,465,4144,383,687,9313
intervention--0038,6,624,161,10,299,1406,393,421,340,133,49,326,25,474,78,574,4757,469,847,9153
intervention--0038,7,717,189,12,369,1673,469,504,381,152,69,371,31,588,90,665,5337,539,1021,8979
intervention--0038,8,829,228,14,432,1879,559,596,427,175,86,416,40,713,107,761,5869,613,1231,8769
intervention--0038,9,944,267,14,504,2124,657,672,478,205,115,462,48,830,131,858,6338,698,1435,8565
intervention--0038,10,1030,307,15,579,2369,742,774,531,235,132,509,58,962,150,964,6737,772,1628,8372
intervention--0038,11,1133,341,19,662,2604,833,855,593,272,160,550,68,1086,170,1063,7111,848,1829,8171
intervention--0038,12,1226,392,22,740,2825,915,953,635,306,190,600,81,1205,182,1143,7401,926,2082,7918
intervention--0038,13,1342,433,27,821,3027,1001,1049,696,342,225,644,91,1333,203,1248,7681,1002,2329,7671
intervention--0038,14,1441,465,34,916,3225,1084,1126,746,379,268,689,102,1457,218,1356,7911,1079,2628,7372
intervention--0038,15,1557,521,40,1011,3439,1191,1216,797,410,311,729,119,1589,243,1454,8144,1147,2913,7087
intervention--0038,16,1641,573,43,1098,3637,1270,1294,845,446,355,774,131,1704,274,1537,8333,1214,3244,6756
intervention--0038,17,1765,616,50,1193,3806,1368,1386,907,478,404,814,141,1832,298,1635,8479,1279,3540,6460
intervention--0038,18,1867,667,60,1292,3975,1458,1476,969,514,438,856,157,1957,323,1736,8610,1355,3837,6163
intervention--0038,19,1957,719,66,1389,4145,1530,1564,1030,542,480,906,172,2064,353,1828,8718,1434,4191,5809
intervention--0038,20,2052,770,73,1501,4295,1622,1679,1088,570,523,951,184,2184,385,1907,8818,1510,4531,5469
intervention--0038,21,2145,818,73,1612,4433,1722,1759,1134,595,573,983,199,2301,412,2008,8894,1572,4866,5134
intervention--0038,22,2247,859,76,1708,4565,1805,1851,1186,629,623,1018,216,2407,436,2109,8969,1647,5229,4771
intervention--0038,23,2372,914,83,1803,4695,1890,1940,1240,670,661,1051,230,2520,463,2211,9057,1721,5592,4408
intervention--0038,24,2469,959,87,1912,4818,1971,2029,1293,711,704,1082,259,2636,491,2313,9113,1781,5931,4069
intervention--0038,25,2575,1007,89,1999,4949,2053,2122,1350,758,751,1125,282,2742,520,2385,9156,1849,6262,3738
intervention--0038,26,2668,1055,101,2104,5067,2129,2204,1403,791,808,1159,306,2841,554,2474,9207,1901,6626,3374
intervention--0038,27,2766,1111,110,2205,5179,2207,2311,1450,827,875,1191,324,2926,586,2567,9243,1973,6942,3058
intervention--0038,28,2861,1158,124,2308,5271,2290,2392,1493,868,930,1218,345,3017,618,2650,9273,2046,7282,2718
intervention--0038,29,2958,1203,133,2411,5356,2357,2472,1539,903,983,1251,369,3117,664,2750,9308,2104,7579,2421
intervention--0038,30,3073,1255,141,2510,5428,2423,2543,1590,945,1034,1280,392,3199,690,2838,9337,2167,7885,2115
intervention--0038,31,3162,1298,146,2618,5498,2505,2630,1646,972,1080,1311,411,3274,724,2913,9353,2222,8163,1837
intervention--0038,32,3252,1352,151,2705,5582,2578,2704,1701,1019,1137,1341,431,3333,772,2997,9371,2275,8446,1554
intervention--0038,33,3344,1404,163,2809,5665,2661,2792,1741,1054,1184,1373,449,3397,813,3076,9382,2331,8668,1332
intervention--0038,34,3438,1447,167,2903,5736,2736,2874,1777,1093,1235,1402,484,3469,847,3164,9398,2388,8866,1134
intervention--0038,35,3529,1489,173,2992,5806,2804,2948,1826,1129,1287,1430,499,3535,871,3234,9407,2443,9072,928
intervention--0038,36,3620,1531,179,3064,5871,2867,3016,1874,1162,1342,1468,520,3598,903,3329,9414,2489,9249,751
intervention--0038,37,3718,1588,183,3152,5915,2937,3098,1920,1209,1388,1505,535,3673,938,3416,9421,2549,9391,609
intervention--0038,38,3800,1640,187,3242,5970,3000,3173,1969,1237,1436,1528,554,3741,978,3502,9432,2598,9509,491
intervention--0038,39,3884,1683,203,3337,6011,3071,3248,2011,1270,1496,1553,572,3775,1020,3561,9438,2653,10000,0
non-intervention--0090,1,161,31,2,65,333,65,78,62,30,4,69,2,75,11,117,1055,111,162,9838
non-intervention--0090,2,323,56,6,105,693,127,147,140,61,12,136,6,140,21,231,1994,207,307,9693
non-intervention--0090,3,468,89,10,198,1059,212,253,210,98,24,192,18,232,38,377,2974,305,487,9513
non-intervention--0090,4,627,131,14,275,1403,283,329,298,143,36,264,24,330,48,509,3827,413,681,9319
non-intervention--0090,5,757,177,18,375,1763,356,423,367,186,57,313,41,435,62,635,4660,519,867,9133
non-intervention--0090,6,893,208,25,465,2059,431,500,430,228,84,365,54,564,81,765,5307,605,1060,8940
non-intervention--0090,7,1018,249,30,575,2351,509,579,518,266,106,416,68,690,106,884,5907,698,1277,8723
non-intervention--0090,8,1153,306,36,670,2591,592,673,576,318,130,461,81,787,119,996,6385,801,1490,8510
non-intervention--0090,9,1275,346,45,769,2867,675,759,650,355,150,516,89,914,137,1116,6831,893,1716,8284
non-intervention--0090,10,1386,393,52,859,3098,775,863,715,382,181,573,98,1054,151,1229,7171,981,1956,8044
non-intervention--0090,11,1510,436,55,977,3365,873,953,769,416,216,619,105,1216,170,1346,7492,1089,2202,7798
non-intervention--0090,12,1652,481,61,1088,3587,960,1052,836,444,240,671,115,1358,187,1467,7748,1179,2430,7570
non-intervention--0090,13,1766,524,62,1203,3794,1050,1155,894,472,282,722,132,1496,206,1584,7988,1259,2702,7298
non-intervention--0090,14,1893,573,73,1301,3985,1146,1258,949,518,327,778,150,1613,233,1700,8185,1328,2987,7013
non-intervention--0090,15,2027,622,85,1417,4161,1242,1358,995,564,369,828,159,1747,250,1795,8338,1427,3280,6720
non-intervention--0090,16,2128,687,93,1539,4320,1338,1451,1058,606,410,870,180,1874,279,1910,8505,1506,3592,6408
non-intervention--0090,17,2258,734,95,1662,4480,1447,1536,1119,656,469,926,201,2009,297,2024,8631,1584,3956,6044
non-intervention--0090,18,2374,774,104,1777,4641,1546,1640,1171,699,524,963,216,2154,328,2126,8730,1665,4293,5707
non-intervention--0090,19,2476,823,107,1901,4796,1638,1745,1228,743,574,1001,239,2284,349,2260,8832,1761,4617,5383
non-intervention--0090,20,2576,867,122,2004,4915,1740,1843,1283,781,616,1043,252,2407,377,2357,8926,1837,4959,5041
non-intervention--0090,21,2690,911,128,2120,5048,1825,1932,1337,822,674,1087,269,2521,402,2451,8997,1914,5294,4706
non-intervention--0090,22,2807,968,135,2223,5165,1930,2041,1391,856,725,1136,284,2607,434,2546,9053,1967,5682,4318
non-intervention--0090,23,2925,1011,147,2337,5292,2019,2127,1451,888,787,1179,301,2706,477,2640,9105,2037,6034,3966
non-intervention--0090,24,3029,1054,156,2436,5391,2118,2226,1509,925,829,1222,321,2801,512,2736,9135,2104,6356,3644
non-intervention--0090,25,3146,1087,166,2548,5489,2206,2335,1556,971,876,1247,336,2900,558,2834,9175,2170,6692,3308
non-intervention--0090,26,3235,1132,179,2688,5597,2286,2432,1619,1015,930,1283,361,2999,592,2948,9208,2224,6998,3002
non-intervention--0090,27,3341,1198,189,2798,5686,2360,2525,1670,1042,980,1327,383,3090,633,3047,9238,2296,7295,2705
non-intervention--0090,28,3443,1252,203,2897,5775,2438,2614,1731,1080,1047,1380,406,3162,667,3129,9262,2360,7617,2383
non-intervention--0090,29,3542,1296,213,2998,5838,2518,2693,1777,1129,1101,1421,419,3237,700,3230,9292,2443,7902,2098
non-intervention--0090,30,3654,1338,217,3090,5903,2596,2787,1833,1173,1155,1456,445,3314,744,3313,9304,2516,8176,1824
non-intervention--0090,31,3763,1380,225,3193,5980,2671,2882,1883,1209,1217,1483,468,3396,776,3397,9322,2562,8405,1595
non-intervention--0090,32,3857,1435,233,3296,6029,2754,2989,1938,1243,1274,1522,496,3466,808,3469,9340,2620,8671,1329
non-intervention--0090,33,3933,1485,239,3405,6080,2817,3081,1975,1278,1346,1548,515,3540,845,3554,9348,2681,8899,1101
non-intervention--0090,34,4025,1540,248,3499,6132,2883,3167,2020,1315,1404,1579,532,3600,878,3643,9361,2734,9075,925
non-intervention--0090,35,4123,1585,256,3567,6183,2939,3241,2071,1347,1469,1605,548,3655,917,3716,9368,2791,9228,772
non-intervention--0090,36,4210,1632,264,3657,6225,2994,3325,2115,1379,1529,1637,570,3706,954,3807,9378,2840,9362,638
non-intervention--0090,37,4301,1679,278,3746,6259,3057,3400,2176,1415,1576,1665,588,3777,993,3883,9383,2897,9493,507
non-intervention--0090,38,4395,1716,287,3838,6291,3100,3472,2218,1451,1648,1701,607,3828,1042,3952,9390,2932,9601,399
non-intervention--0090,39,4494,1756,297,3918,6321,3159,3530,2257,1495,1693,1719,631,3876,1085,4021,9395,2980,10000,0
non-intervention--0084,1,178,24,2,56,342,65,79,89,21,4,52,3,73,9,95,1050,117,157,9843
non-intervention--0084,2,324,56,3,105,668,129,140,171,58,7,117,6,140,16,205,1972,218,333,9667
non-intervention--0084,3,477,92,4,204,1033,213,223,242,81,14,180,11,243,33,324,2944,316,509,9491
non-intervention--0084,4,599,135,11,287,1339,292,309,316,114,24,237,18,339,48,454,3777,403,674,9326
non-intervention--0084,5,723,173,13,386,1686,380,400,381,149,49,300,29,454,62,584,4580,529,852,9148
non-intervention--0084,6,875,221,20,480,2022,477,476,447,182,59,355,37,580,76,708,5271,622,1056,8944
non-intervention--0084,7,1015,270,26,581,2339,565,556,513,228,87,404,48,715,91,824,5858,706,1274,8726
non-intervention--0084,8,1134,302,32,660,2644,651,645,576,262,113,468,55,853,109,936,6366,803,1500,8500
non-intervention--0084,9,1263,335,39,775,2910,740,751,637,287,145,522,64,978,128,1065,6807,894,1687,8313
non-intervention--0084,10,1377,377,50,873,3152,819,845,704,325,169,581,78,1110,145,1184,7170,988,1910,8090
non-intervention--0084,11,1503,423,60,989,3389,921,950,765,361,201,631,95,1252,159,1300,7492,1074,2126,7874
non-intervention--0084,12,1618,467,70,1088,3608,1008,1061,836,401,223,671,106,1393,178,1407,7764,1169,2399,7601
non-intervention--0084,13,1733,513,80,1198,3809,1095,1165,886,449,274,715,125,1520,200,1525,7968,1254,2687,7313
non-intervention--0084,14,1847,555,84,1301,3986,1199,1257,944,496,316,773,140,1650,220,1644,8166,1348,2986,7014
non-intervention--0084,15,1971,597,90,1420,4153,1272,1381,998,538,368,819,153,1754,243,1752,8345,1437,3281,6719
non-intervention--0084,16,2072,633,93,1544,4314,1367,1468,1052,581,419,880,174,1877,266,1861,8476,1513,3581,6419
non-intervention--0084,17,2196,681,98,1669,4482,1463,1563,1116,616,467,933,196,2003,285,1975,8601,1601,3894,6106
non-intervention--0084,18,2318,725,105,1782,4629,1553,1646,1182,652,512,992,219,2106,316,2091,8721,1690,4247,5753
non-intervention--0084,19,2429,764,116,1921,4765,1639,1747,1236,696,560,1032,233,2222,349,2198,8807,1759,4608,5392
non-intervention--0084,20,2534,815,124,2014,4902,1755,1847,1285,735,603,1080,259,2346,377,2304,8912,1860,4967,5033
non-intervention--0084,21,2647,855,130,2137,5035,1828,1952,1345,774,654,1114,277,2447,413,2407,8983,1928,5303,4697
non-intervention--0084,22,2757,902,138,2262,5162,1903,2030,1408,807,703,1181,298,2549,449,2514,9047,1991,5663,4337
non-intervention--0084,23,2883,942,148,2397,5278,1994,2117,1471,846,765,1231,316,2649,484,2603,9099,2061,6034,3966
non-intervention--0084,24,2985,1003,156,2515,5371,2088,2200,1515,889,801,1275,331,2763,528,2717,9151,2126,6371,3629
non-intervention--0084,25,3105,1056,170,2623,5456,2170,2302,1567,930,857,1305,350,2867,565,2808,9192,2202,6736,3264
non-intervention--0084,26,3210,1101,175,2734,5551,2264,2399,1615,973,915,1354,369,2969,596,2904,9229,2259,7042,2958
non-intervention--0084,27,3314,1148,183,2833,5646,2351,2506,1676,1009,979,1400,392,3056,631,2990,9262,2320,7361,2639
non-intervention--0084,28,3433,1192,193,2934,5734,2430,2613,1735,1044,1044,1442,415,3159,661,3092,9288,2379,7648,2352
non-intervention--0084,29,3552,1249,202,3025,5809,2517,2685,1791,1074,1110,1479,438,3238,699,3168,9304,2449,7924,2076
non-intervention--0084,30,3650,1295,212,3120,5871,2586,2772,1846,1115,1181,1534,455,3327,740,3251,9322,2510,8190,1810
non-intervention--0084,31,3757,1350,223,3222,5926,2649,2873,1904,1147,1244,1567,479,3405,776,3342,9335,2572,8431,1569
non-intervention--0084,32,3872,1393,233,3324,5990,2715,2963,1951,1182,1294,1591,502,3472,810,3421,9351,2637,8653,1347
non-intervention--0084,33,3964,1438,243,3429,6056,2785,3037,2004,1224,1358,1625,524,3537,844,3506,9365,2694,8870,1130
non-intervention--0084,34,4048,1494,253,3515,6107,2849,3111,2050,1258,1428,1655,544,3602,894,3585,9377,2757,9072,928
non-intervention--0084,35,4141,1540,264,3598,6160,2910,3181,2097,1277,1490,1687,566,3669,922,3675,9386,2811,9229,771
non-intervention--0084,36,4227,1585,277,3683,6200,2972,3276,2143,1316,1538,1718,593,3727,954,3757,9389,2868,9363,637
non-intervention--0084,37,4323,1622,285,3754,6236,3035,3350,2182,1351,1589,1752,621,3797,989,3840,9397,2918,9485,515
non-intervention--0084,38,4401,1673,295,3826,6272,3094,3419,2234,1385,1648,1782,645,3853,1012,3934,9400,2961,9605,395
non-intervention--0084,39,4486,1709,302,3910,6305,3160,3496,2273,1418,1706,1808,666,3913,1049,4009,9404,3008,10000,0
non-intervention--0053,1,165,38,0,48,356,55,57,80,27,4,75,4,59,11,88,1019,92,150,9850
non-intervention--0053,2,316,65,1,102,647,96,131,166,53,9,137,4,119,22,202,1931,179,329,9671
non-intervention--0053,3,458,101,5,186,1018,181,221,248,93,21,202,8,214,32,322,2917,279,504,9496
non-intervention--0053,4,623,143,7,258,1373,259,307,319,124,35,252,17,312,42,457,3744,376,684,9316
non-intervention--0053,5,767,173,11,352,1721,348,397,372,160,61,316,26,432,53,572,4497,480,872,9128
non-intervention--0053,6,885,209,15,434,2010,446,497,441,184,75,366,31,544,68,693,5164,580,1059,8941
non-intervention--0053,7,1024,253,21,517,2316,550,598,513,227,98,415,47,680,88,803,5782,670,1254,8746
non-intervention--0053,8,1136,290,27,618,2593,644,689,585,263,113,468,55,803,99,941,6280,746,1494,8506
non-intervention--0053,9,1242,330,32,730,2851,739,780,650,296,141,527,68,942,120,1054,6725,840,1699,8301
non-intervention--0053,10,1371,373,36,818,3100,830,872,725,330,168,580,78,1077,141,1169,7093,927,1926,8074
non-intervention--0053,11,1521,427,44,915,3327,922,975,801,357,212,610,92,1216,160,1255,7415,1010,2177,7823
non-intervention--0053,12,1653,480,49,1019,3547,1002,1072,856,387,253,655,110,1355,178,1366,7681,1086,2419,7581
non-intervention--0053,13,1762,524,53,1123,3748,1096,1179,921,422,292,700,129,1474,204,1458,7943,1159,2671,7329
non-intervention--0053,14,1884,576,60,1224,3962,1171,1280,977,451,323,742,142,1595,228,1566,8174,1235,2959,7041
non-intervention--0053,15,2012,614,66,1358,4145,1273,1380,1027,492,365,792,159,1727,251,1677,8359,1307,3257,6743
non-intervention--0053,16,2131,663,74,1483,4323,1351,1475,1079,536,393,834,173,1844,271,1782,8508,1391,3543,6457
non-intervention--0053,17,2227,710,81,1589,4505,1443,1568,1130,575,447,870,189,1989,293,1899,8631,1477,3850,6150
non-intervention--0053,18,2348,754,87,1688,4644,1529,1680,1183,609,496,923,212,2115,312,2002,8733,1564,4206,5794
non-intervention--0053,19,2450,813,97,1802,4794,1628,1764,1242,641,540,974,231,2252,338,2101,8826,1631,4547,5453
non-intervention--0053,20,2563,862,104,1931,4908,1710,1859,1299,686,594,1012,248,2343,366,2217,8899,1692,4874,5126
non-intervention--0053,21,2668,920,113,2066,5033,1785,1968,1353,716,664,1051,271,2451,399,2329,8966,1760,5217,4783
non-intervention--0053,22,2772,967,118,2196,5155,1877,2067,1398,756,726,1097,285,2562,424,2414,9029,1841,5571,4429
non-intervention--0053,23,2876,1022,122,2314,5276,1962,2174,1454,787,771,1135,303,2685,460,2497,9071,1920,5931,4069
non-intervention--0053,24,2980,1072,129,2423,5377,2025,2270,1520,826,827,1175,331,2808,485,2579,9117,2002,6243,3757
non-intervention--0053,25,3090,1121,137,2541,5468,2107,2369,1578,870,877,1211,344,2905,512,2671,9163,2068,6595,3405
non-intervention--0053,26,3202,1160,141,2648,5556,2185,2476,1628,913,931,1251,364,2993,552,2750,9192,2124,6874,3126
non-intervention--0053,27,3309,1221,152,2767,5639,2250,2556,1678,953,983,1277,383,3088,593,2835,9225,2199,7233,2767
non-intervention--0053,28,3410,1274,160,2875,5716,2329,2660,1725,993,1037,1320,406,3187,617,2921,9249,2257,7555,2445
non-intervention--0053,29,3498,1322,166,2981,5800,2404,2757,1773,1023,1086,1353,432,3265,649,3009,9267,2311,7847,2153
non-intervention--0053,30,3613,1374,173,3082,5879,2476,2846,1830,1053,1152,1393,445,3355,688,3106,9290,2363,8111,1889
non-intervention--0053,31,3704,1412,181,3210,5951,2541,2930,1878,1089,1220,1428,463,3426,728,3184,9305,2421,8372,1628
non-intervention--0053,32,3810,1456,193,3300,5998,2628,3013,1933,1120,1273,1456,492,3513,772,3277,9313,2487,8608,1392
non-intervention--0053,33,3907,1503,201,3392,6052,2701,3110,1988,1149,1330,1486,515,3576,804,3353,9327,2541,8833,1167
non-intervention--0053,34,4018,1542,212,3469,6094,2783,3200,2046,1186,1375,1512,538,3651,846,3442,9335,2594,9044,956
non-intervention--0053,35,4117,1592,220,3561,6144,2858,3287,2090,1231,1434,1540,558,3703,883,3516,9345,2653,9214,786
non-intervention--0053,36,4215,1636,231,3640,6186,2922,3381,2134,1274,1508,1571,577,3756,925,3585,9348,2706,9369,631
non-intervention--0053,37,4318,1678,236,3732,6221,2984,3461,2181,1307,1564,1590,594,3812,962,3660,9356,2754,9501,499
non-intervention--0053,38,4415,1720,242,3821,6256,3044,3556,2228,1334,1616,1614,621,3870,1002,3737,9363,2808,9615,385
non-intervention--0053,39,4504,1769,248,3904,6288,3096,3624,2278,1368,1674,1648,644,3920,1039,3814,9370,2866,10000,0
non-intervention--0047,1,133,21,3,64,379,47,76,77,37,5,72,1,61,15,99,1014,95,153,9847
