run,year,cumulative cost_non_intervention_by_person,cumulative cost_intervention_by_person,cumulative cost_increment_by_person,cumulative qaly_non_intervention_by_person,cumulative qaly_intervention_by_person,cumulative qaly_increment_by_person,icer
0004,26,137772.0865,139618.2268,1846.1403,9.98698154,10.33605833,0.3490767899999948,5288.64
0004,27,139774.4053,141845.5851,2071.1798,10.06695868,10.42671103,0.3597523499999952,5757.24
0004,28,141475.7693,143783.4643,2307.695,10.13591512,10.5056693,0.3697541799999948,6241.16
0004,29,142983.7851,145433.9955,2450.2104,10.193906759999999,10.57134244,0.37743567999999506,6491.73
0004,30,144264.479,146894.7889,2630.3099,10.243072139999999,10.62693131,0.38385916999999464,6852.28
0004,31,145363.1902,148158.555,2795.3648,10.28420422,10.67420824,0.3900040199999945,7167.53
0004,32,146313.4032,149256.0712,2942.668,10.31869492,10.71362169,0.3949267699999939,7451.17
0004,33,147061.4664,150156.47,3095.0036,10.346549360000001,10.74619457,0.3996452099999937,7744.38
0004,34,147679.3764,150897.9429,3218.5665,10.36875494,10.77278094,0.40402599999999367,7966.24
0004,35,148166.6672,151477.0188,3310.3516,10.38644949,10.79382019,0.40737069999999365,8126.14
0004,36,148547.3225,151942.0838,3394.7613,10.40032534,10.810597719999999,0.41027237999999344,8274.41
0004,37,148853.8156,152317.8669,3464.0513,10.41114424,10.82343894,0.4122946999999942,8401.88
0004,38,149101.9395,152627.5722,3525.6327,10.41964387,10.83369731,0.4140534399999946,8514.92
0004,39,149290.4598,152851.0621,3560.6023,10.42603265,10.841138370000001,0.4151057199999952,8577.58
0005,1,6856.5825,6834.9797,-21.6028,0.79180021,0.79224542,0.0004452100000000428,-48522.72
0005,2,13629.3731,13610.604,-18.7691,1.53691367,1.54116133,0.004247660000000178,-4418.69
0005,3,20612.1251,20503.1357,-108.9894,2.24409117,2.25563514,0.011543970000000263,-9441.24
0005,4,27543.8122,27361.281,-182.5312,2.90865111,2.92798124,0.019330130000000282,-9442.83
0005,5,34411.9469,34207.0381,-204.9088,3.5303901,3.5615683900000006,0.031178289999999834,-6572.16
0005,6,41277.2593,41013.2555,-264.0038,4.11873848,4.16434619,0.045607709999999496,-5788.58
0005,7,48126.2003,47784.5147,-341.6856,4.66818511,4.72661946,0.05843434999999954,-5847.34
0005,8,54840.1525,54466.916,-373.2365,5.18578045,5.25780605,0.0720255999999994,-5182.0
0005,9,61478.0132,60998.6339,-479.3793,5.6727094,5.75835021,0.08564080999999933,-5597.56
0005,10,67842.8266,67264.2665,-578.5601,6.12386533,6.22307302,0.09920768999999928,-5831.81
0005,11,74120.0034,73471.5358,-648.4676,6.54526398,6.658797969999999,0.1135339899999999,-5711.66
0005,12,80211.1836,79571.6652,-639.5184,6.938398080000001,7.067321529999999,0.1289234500000006,-4960.45
0005,13,86085.9967,85512.8438,-573.1529,7.30357633,7.447330109999999,0.14375378000000055,-3987.05
0005,14,91736.7643,91144.3303,-592.434,7.64139154,7.799610240000001,0.15821870000000055,-3744.4
0005,15,97133.0169,96530.8057,-602.2112,7.9526894,8.12544845,0.17275905000000058,-3485.84
0005,16,102198.5261,101608.9808,-589.5453,8.237091620000001,8.425179140000001,0.1880875199999995,-3134.42
0005,17,107085.9885,106501.0349,-584.9536,8.50012217,8.703243330000001,0.2031211599999995,-2879.83
0005,18,111634.9235,111075.1058,-559.8177,8.73799629,8.95643235,0.21843605999999854,-2562.84
0005,19,115872.379,115377.9309,-494.4481,8.95159207,9.18574585,0.23415377999999765,-2111.64
0005,20,119760.855,119357.1534,-403.7016,9.142047830000001,9.39050187,0.2484540399999969,-1624.85
0005,21,123410.6867,123079.2066,-331.4801,9.315219860000001,9.57707497,0.2618551099999968,-1265.89
0005,22,126705.0192,126516.485,-188.5342,9.46817782,9.74371468,0.2755368599999973,-684.24
0005,23,129775.9226,129761.7557,-14.1669,9.60468371,9.893887699999999,0.2892039899999974,-48.99
0005,24,132498.2671,132651.009,152.7419,9.722991409999999,10.025694960000001,0.3027035499999969,504.59
0005,25,134953.0302,135261.2911,308.2609,9.82743345,10.14202937,0.31459591999999686,979.86
0005,26,137133.3052,137616.1342,482.829,9.917153630000001,10.24236741,0.3252137799999968,1484.65
0005,27,139018.5172,139664.0183,645.5011,9.99420765,10.330320669999999,0.33611301999999704,1920.49
0005,28,140659.4716,141525.1254,865.6538,10.06042918,10.40686068,0.34643149999999734,2498.77
0005,29,142073.4018,143147.428,1074.0262,10.115605969999999,10.470956639999999,0.35535066999999687,3022.44
0005,30,143317.664,144581.7274,1264.0634,10.16276396,10.52595426,0.36319029999999763,3480.44
0005,31,144393.5662,145853.815,1460.2488,10.20252762,10.57312446,0.3705968399999983,3940.26
0005,32,145326.2905,146927.2492,1600.9587,10.23587492,10.61222447,0.376349549999999,4253.91
0005,33,146102.8976,147846.0238,1743.1262,10.263095329999999,10.64453111,0.38143577999999834,4569.91
0005,34,146773.3662,148620.0768,1846.7106,10.28548055,10.67140754,0.38592698999999847,4785.13
0005,35,147327.8575,149268.8394,1940.9819,10.30335481,10.69294309,0.38958827999999923,4982.14
0005,36,147775.8433,149763.8054,1987.9621,10.3176541,10.70957992,0.39192581999999965,5072.29
0005,37,148100.8485,150140.5962,2039.7477,10.32848206,10.72221242,0.39373035999999995,5180.57
0005,38,148375.2873,150449.2242,2073.9369,10.33727487,10.732481230000001,0.3952063599999994,5247.73
0005,39,148576.4212,150686.608,2110.1868,10.34377224,10.7402571,0.3964848599999998,5322.24
0006,1,6914.9588,6900.0654,-14.8934,0.79172674,0.7921570800000001,0.00043034000000006926,-34608.45
0006,2,13735.262,13662.0923,-73.1697,1.53631567,1.5406763300000001,0.004360660000000098,-16779.5
0006,3,20721.1916,20553.9969,-167.1947,2.24432325,2.2552835200000003,0.01096027000000031,-15254.62
0006,4,27677.9719,27465.1284,-212.8435,2.90995218,2.92930242,0.019350240000000123,-10999.53
0006,5,34631.5401,34351.5069,-280.0332,3.5350122799999997,3.56374222,0.028729940000000353,-9747.09
0006,6,41461.6337,41099.8524,-361.7813,4.12668111,4.16490924,0.038228130000000235,-9463.75
0006,7,48359.2504,47904.6312,-454.6192,4.6801439700000005,4.72850994,0.048365969999999654,-9399.57
