group,step,hypoglycemia_medical,hypoglycemia_any,amputation,macroalbuminuria,microalbuminuria,blindness,ulcer,mi,stroke,chf,angina,dialysis,egfr_60,egfr_30,revasc,neurop,laser_retina,death,intervention,count_surviving
intervention--0050,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
intervention--0050,67,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
intervention--0050,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
intervention--0050,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
intervention--0050,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
intervention--0050,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
intervention--0050,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
intervention--0050,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
intervention--0087,1,207,34,2,59,246,79,74,96,21,8,59,6,107,12,112,1096,166,248,1,9752
intervention--0087,2,164,45,3,63,344,100,94,90,25,13,55,6,138,17,130,1150,182,243,1,9509
intervention--0087,3,150,70,3,98,293,120,113,73,38,19,46,9,200,15,149,1046,143,225,1,9284
intervention--0087,4,171,62,11,91,328,123,85,75,31,24,42,8,195,25,125,912,135,242,1,9042
intervention--0087,5,183,82,4,87,308,121,90,82,44,40,47,8,172,35,129,736,166,281,1,8761
intervention--0087,6,144,70,8,113,253,117,109,69,30,49,49,18,179,18,106,596,134,234,1,8527
intervention--0087,7,172,78,9,118,251,149,89,58,43,47,62,14,163,32,119,518,120,236,1,8291
intervention--0087,8,148,79,9,130,251,116,118,60,38,54,73,18,161,39,133,445,155,253,1,8038
intervention--0087,9,141,67,9,117,249,120,106,71,41,58,49,17,162,48,114,383,141,273,1,7765
intervention--0087,10,124,82,14,117,274,122,109,52,32,60,43,27,134,45,104,282,139,249,1,7516
intervention--0087,11,131,77,16,154,219,127,121,64,25,53,47,25,136,37,106,237,120,295,1,7221
intervention--0087,12,121,70,12,151,208,126,90,47,32,70,42,25,139,51,96,201,113,286,1,6935
intervention--0087,13,119,92,9,173,226,113,122,63,37,63,51,23,118,46,74,169,107,279,1,6656
intervention--0087,14,139,73,11,145,169,103,98,55,28,66,44,17,130,50,90,153,92,277,1,6379
intervention--0087,15,123,68,12,147,186,101,109,44,29,73,43,23,111,64,91,127,126,297,1,6082
intervention--0087,16,117,76,18,159,144,82,95,49,28,62,33,25,98,62,85,114,97,295,1,5787
intervention--0087,17,111,63,10,147,146,87,85,37,24,79,33,24,91,49,76,81,90,261,1,5526
intervention--0087,18,107,69,13,141,122,92,93,43,28,61,43,33,85,53,82,63,87,310,1,5216
intervention--0087,19,92,73,9,151,124,83,95,42,28,58,31,40,80,60,68,66,79,310,1,4906
intervention--0087,20,102,47,14,128,104,95,105,42,29,73,35,34,72,60,78,54,79,313,1,4593
intervention--0087,21,83,72,10,129,87,66,83,54,27,73,20,37,79,71,75,35,65,303,1,4290
intervention--0087,22,81,58,9,106,87,62,77,35,22,63,18,29,67,50,57,27,76,284,1,4006
intervention--0087,23,77,69,14,112,76,73,69,37,28,62,24,37,65,45,67,22,62,295,1,3711
intervention--0087,24,85,61,14,112,67,49,70,40,17,48,30,28,60,37,48,14,45,279,1,3432
intervention--0087,25,60,37,12,104,58,49,68,23,23,48,20,38,49,52,54,17,59,249,1,3183
intervention--0087,26,60,43,14,94,62,48,55,29,15,42,17,30,37,44,45,24,59,254,1,2929
intervention--0087,27,63,36,6,79,54,39,61,23,15,53,9,34,38,48,35,16,51,253,1,2676
intervention--0087,28,49,49,13,70,47,41,48,30,14,35,13,24,27,46,30,8,46,252,1,2424
intervention--0087,29,56,26,6,72,30,38,42,21,14,33,22,24,40,44,29,9,39,213,1,2211
intervention--0087,30,48,33,9,64,29,39,43,17,18,44,17,24,42,41,36,9,30,221,1,1990
intervention--0087,31,35,20,8,46,30,37,40,17,10,32,16,24,32,40,24,8,30,194,1,1796
intervention--0087,32,27,18,7,44,23,22,29,23,10,29,10,9,22,31,32,7,18,187,1,1609
intervention--0087,33,24,16,2,43,18,23,37,9,11,28,9,12,18,27,19,10,29,194,1,1415
intervention--0087,34,31,13,12,33,18,29,27,12,8,24,7,14,17,27,23,6,23,168,1,1247
intervention--0087,35,19,14,2,33,27,21,34,13,8,23,7,22,18,23,11,2,15,154,1,1093
intervention--0087,36,15,18,6,28,8,20,25,11,6,14,7,17,16,28,17,4,12,124,1,969
intervention--0087,37,14,14,5,14,11,15,22,9,8,12,4,14,10,16,9,2,14,123,1,846
intervention--0087,38,15,9,3,12,11,9,16,7,4,11,6,13,10,13,8,2,4,111,1,735
intervention--0087,39,11,16,5,23,7,9,20,5,3,15,10,12,10,17,5,2,9,110,1,625
intervention--0087,40,9,12,2,18,8,5,11,2,5,6,2,11,9,11,8,4,5,70,1,555
intervention--0087,41,8,6,4,9,3,5,15,3,1,6,0,9,6,14,5,2,5,82,1,473
intervention--0087,42,7,4,1,11,4,2,7,5,3,1,4,11,7,6,2,2,2,80,1,393
intervention--0087,43,4,4,1,6,1,4,8,4,1,3,1,6,5,6,4,0,1,56,1,337
intervention--0087,44,7,3,2,7,4,5,6,3,4,5,1,5,2,4,1,0,4,60,1,277
intervention--0087,45,8,6,1,3,3,8,5,1,1,2,1,2,3,6,4,0,6,39,1,238
intervention--0087,46,1,2,1,7,0,2,9,0,0,3,1,4,1,3,4,0,2,35,1,203
intervention--0087,47,2,2,0,8,0,4,7,4,0,4,2,1,1,2,2,0,3,34,1,169
intervention--0087,48,2,8,2,2,0,4,4,3,0,2,0,4,1,6,1,0,1,26,1,143
intervention--0087,49,1,1,1,1,2,1,2,1,0,4,0,5,0,0,0,1,3,33,1,110
intervention--0087,50,3,2,1,0,2,1,5,1,0,0,0,7,1,1,1,0,1,23,1,87
intervention--0087,51,2,0,2,1,0,0,3,1,1,0,0,2,0,2,0,0,1,15,1,72
intervention--0087,52,0,1,1,0,0,0,2,1,1,3,2,0,2,2,1,0,0,12,1,60
intervention--0087,53,1,1,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,17,1,43
intervention--0087,54,0,0,1,0,1,0,0,0,0,1,0,1,0,3,0,1,0,8,1,35
intervention--0087,55,2,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,8,1,27
intervention--0087,56,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,1,17
intervention--0087,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,12
intervention--0087,58,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,10
intervention--0087,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6
intervention--0087,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
intervention--0087,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3
intervention--0087,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1
intervention--0087,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
intervention--0087,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
intervention--0087,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
intervention--0093,1,185,41,2,47,283,66,76,89,23,12,55,5,105,11,101,1108,176,241,1,9759
intervention--0093,2,184,56,3,69,300,102,75,84,42,23,50,6,158,15,141,1183,151,251,1,9508
intervention--0093,3,180,61,5,100,319,113,106,62,31,23,54,4,203,19,135,1029,160,235,1,9273
intervention--0093,4,151,70,8,104,293,116,115,66,37,31,57,11,163,20,101,883,156,236,1,9037
intervention--0093,5,168,84,8,101,288,147,108,60,33,34,46,15,177,31,113,762,163,277,1,8760
intervention--0093,6,151,73,4,126,300,126,102,71,37,36,56,25,200,29,103,608,144,260,1,8500
intervention--0093,7,154,65,7,128,287,118,115,64,35,40,51,14,160,29,105,505,143,250,1,8250
intervention--0093,8,145,74,8,141,254,109,87,70,20,37,45,19,174,33,106,399,141,260,1,7990
intervention--0093,9,154,80,7,148,254,120,94,58,29,67,57,23,126,30,99,372,151,257,1,7733
intervention--0093,10,136,76,13,140,216,117,100,60,35,49,40,21,149,37,113,318,107,233,1,7500
intervention--0093,11,144,92,13,155,258,112,103,60,35,61,59,26,128,54,108,262,134,262,1,7238
intervention--0093,12,125,82,20,132,215,124,113,42,27,62,39,20,127,54,105,217,127,299,1,6939
intervention--0093,13,112,88,11,150,160,138,113,49,40,80,47,37,118,55,91,179,125,308,1,6631
intervention--0093,14,161,79,11,173,177,121,107,65,36,60,47,32,114,66,98,157,115,276,1,6355
intervention--0093,15,119,66,13,150,169,105,107,46,33,57,36,28,124,44,109,147,120,294,1,6061
intervention--0093,16,120,63,11,142,137,78,83,49,40,68,41,22,124,57,83,93,100,294,1,5767
intervention--0093,17,110,67,13,137,116,83,99,42,26,63,42,41,101,52,71,92,84,309,1,5458
intervention--0093,18,95,73,9,152,151,103,79,47,28,62,26,33,87,58,73,56,68,273,1,5185
intervention--0093,19,93,70,12,141,124,82,71,41,26,57,39,34,90,56,66,56,88,300,1,4885
intervention--0093,20,89,56,14,106,113,79,79,45,24,77,22,41,70,63,73,52,82,298,1,4587
intervention--0093,21,88,61,12,104,96,70,74,49,28,57,37,30,74,56,53,40,63,287,1,4300
intervention--0093,22,81,39,6,108,84,73,77,43,18,58,24,30,61,56,59,38,67,318,1,3982
intervention--0093,23,86,41,22,122,62,56,83,32,26,57,23,20,59,50,45,35,57,273,1,3709
intervention--0093,24,77,43,13,109,72,61,83,29,21,51,27,41,44,51,56,13,51,267,1,3442
intervention--0093,25,69,52,9,96,56,48,63,29,20,51,13,34,34,54,43,22,49,258,1,3184
intervention--0093,26,54,43,14,80,65,41,48,21,20,47,27,16,52,51,44,15,63,262,1,2922
intervention--0093,27,53,41,16,74,36,47,44,28,22,38,22,26,38,43,37,12,39,242,1,2680
intervention--0093,28,50,42,4,72,48,53,61,25,16,40,10,31,44,36,31,8,38,248,1,2432
intervention--0093,29,33,24,6,64,42,27,52,20,17,35,13,19,32,47,41,5,36,233,1,2199
intervention--0093,30,36,32,5,67,38,41,42,14,13,34,10,28,26,41,29,4,31,202,1,1997
intervention--0093,31,43,30,9,47,34,31,35,14,9,31,9,18,33,32,18,6,36,217,1,1780
intervention--0093,32,32,19,7,46,20,19,23,19,12,28,7,20,25,32,27,5,31,201,1,1579
intervention--0093,33,26,19,4,43,20,20,31,19,6,24,15,22,18,22,19,10,21,181,1,1398
intervention--0093,34,33,20,4,48,20,15,24,9,6,25,11,15,13,26,23,4,24,153,1,1245
intervention--0093,35,28,12,3,34,13,21,22,10,5,18,12,12,16,24,17,3,15,137,1,1108
intervention--0093,36,14,10,4,23,9,14,27,5,8,18,5,9,13,24,18,1,19,124,1,984
intervention--0093,37,12,17,7,25,16,13,19,7,4,9,6,17,14,14,12,2,8,121,1,863
intervention--0093,38,15,15,6,23,9,11,17,6,1,13,3,19,11,19,11,2,10,109,1,754
intervention--0093,39,11,7,4,13,11,8,20,5,4,14,6,12,11,12,8,2,7,117,1,637
intervention--0093,40,11,5,1,12,5,3,16,5,5,7,2,7,6,12,10,2,8,90,1,547
intervention--0093,41,8,7,1,8,5,12,12,2,2,7,0,9,6,12,11,3,9,81,1,466
intervention--0093,42,7,7,4,6,3,3,8,1,3,5,4,7,3,12,1,1,2,80,1,386
intervention--0093,43,7,8,2,4,3,5,7,1,2,2,1,4,8,5,2,0,3,51,1,335
intervention--0093,44,6,5,0,11,3,4,3,4,5,6,0,5,2,4,1,0,3,57,1,278
intervention--0093,45,7,1,2,5,5,0,6,2,1,2,0,5,4,6,3,0,3,50,1,228
intervention--0093,46,2,2,1,4,2,4,8,1,0,1,1,7,2,1,3,0,6,28,1,200
intervention--0093,47,2,2,0,4,1,3,3,2,1,1,1,1,3,1,4,0,4,29,1,171
intervention--0093,48,1,3,0,6,2,0,4,1,0,3,1,1,0,5,1,0,0,31,1,140
intervention--0093,49,2,0,0,3,2,7,4,0,0,2,2,5,3,2,1,0,3,30,1,110
intervention--0093,50,1,2,0,2,1,1,3,1,0,2,0,2,1,1,0,0,2,24,1,86
intervention--0093,51,1,1,0,3,1,1,7,2,0,3,0,1,1,1,0,0,1,16,1,70
intervention--0093,52,0,0,0,2,0,1,1,1,0,2,2,0,0,1,1,0,0,13,1,57
intervention--0093,53,0,0,0,3,0,0,2,1,1,1,0,1,1,0,1,0,1,12,1,45
intervention--0093,54,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,9,1,36
intervention--0093,55,1,1,0,0,0,1,2,0,0,2,0,1,0,0,0,0,1,12,1,24
intervention--0093,56,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,19
intervention--0093,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,14
intervention--0093,58,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,10
intervention--0093,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,9
intervention--0093,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,7
intervention--0093,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
intervention--0093,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4
intervention--0093,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
intervention--0093,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
intervention--0093,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
intervention--0093,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
intervention--0093,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
non-intervention--0098,1,202,49,4,47,298,84,69,98,40,4,63,5,129,9,93,1109,188,250,0,9750
non-intervention--0098,2,185,76,2,62,317,125,91,80,30,15,55,7,160,19,154,1162,173,268,0,9482
non-intervention--0098,3,158,73,7,90,308,104,100,77,33,34,52,9,184,24,143,1046,180,244,0,9238
non-intervention--0098,4,168,74,7,88,316,118,110,65,34,34,52,10,202,28,130,875,163,238,0,9000
non-intervention--0098,5,159,60,5,103,305,124,100,71,41,38,50,15,181,27,126,716,146,295,0,8705
non-intervention--0098,6,164,84,6,103,255,136,102,74,28,51,58,20,177,30,113,629,128,255,0,8450
non-intervention--0098,7,137,62,8,139,255,112,111,57,35,43,41,12,157,37,121,516,137,221,0,8229
non-intervention--0098,8,130,87,12,133,269,141,120,67,39,50,52,13,166,42,113,422,155,281,0,7948
non-intervention--0098,9,143,75,6,121,250,135,106,63,30,75,43,24,146,38,88,364,119,268,0,7680
non-intervention--0098,10,123,82,12,132,231,102,115,48,36,69,43,26,142,43,111,284,127,255,0,7425
non-intervention--0098,11,151,82,12,157,244,112,128,52,34,60,46,25,138,54,79,230,133,266,0,7159
non-intervention--0098,12,127,75,17,142,188,104,100,50,31,60,35,23,153,42,93,203,89,311,0,6848
non-intervention--0098,13,137,85,12,156,178,115,97,46,37,83,56,22,120,51,81,177,105,291,0,6557
non-intervention--0098,14,112,62,12,151,205,103,127,51,35,58,34,20,106,50,91,138,84,278,0,6279
non-intervention--0098,15,126,83,17,135,151,101,111,57,31,68,38,24,97,67,72,94,117,292,0,5987
non-intervention--0098,16,116,62,19,158,158,89,92,54,31,66,26,37,105,51,84,104,80,315,0,5672
non-intervention--0098,17,111,65,7,150,134,93,81,44,22,64,35,23,93,60,72,88,92,284,0,5388
non-intervention--0098,18,122,70,14,170,120,96,93,37,24,69,29,37,110,55,68,68,110,304,0,5084
non-intervention--0098,19,105,77,25,128,104,77,93,41,34,75,30,39,80,60,71,69,94,310,0,4774
non-intervention--0098,20,79,60,8,123,91,93,83,38,24,53,30,29,75,55,70,50,66,295,0,4479
non-intervention--0098,21,79,60,19,110,95,68,67,32,19,56,35,25,66,49,61,55,61,271,0,4208
non-intervention--0098,22,81,46,10,120,76,68,73,33,25,67,25,26,59,55,57,36,60,263,0,3945
non-intervention--0098,23,77,52,11,104,87,54,76,23,22,51,27,25,56,44,54,36,68,253,0,3692
non-intervention--0098,24,66,50,10,81,73,65,49,26,14,57,19,24,60,43,61,21,53,247,0,3445
non-intervention--0098,25,70,39,8,97,68,55,73,26,24,55,18,25,56,43,47,21,43,261,0,3184
non-intervention--0098,26,69,33,3,82,55,49,47,25,13,58,13,23,39,31,39,25,53,261,0,2923
non-intervention--0098,27,64,33,6,87,53,48,50,19,17,37,32,43,38,50,31,24,46,254,0,2669
non-intervention--0098,28,54,24,7,80,42,45,40,31,12,48,24,28,46,34,43,8,32,254,0,2415
non-intervention--0098,29,47,38,7,78,39,23,34,14,19,29,11,21,33,41,35,10,32,241,0,2174
non-intervention--0098,30,38,20,10,63,36,29,33,12,9,28,8,27,30,31,31,4,37,204,0,1970
non-intervention--0098,31,36,24,10,47,31,29,37,12,13,30,11,21,27,28,27,6,21,195,0,1775
non-intervention--0098,32,37,28,8,52,21,27,37,11,8,27,8,22,21,24,23,7,14,183,0,1592
non-intervention--0098,33,22,26,10,39,23,23,27,10,12,20,8,23,16,32,22,3,27,206,0,1386
non-intervention--0098,34,29,22,8,42,27,17,25,17,6,16,6,17,20,24,11,6,19,155,0,1231
non-intervention--0098,35,19,21,1,25,17,19,22,9,10,17,8,10,11,19,13,2,19,132,0,1099
non-intervention--0098,36,19,10,9,27,19,18,19,5,6,12,5,15,17,14,13,3,13,127,0,972
non-intervention--0098,37,21,10,1,21,14,12,26,10,8,11,4,12,11,16,12,1,14,112,0,860
non-intervention--0098,38,16,8,1,18,9,10,17,8,4,15,6,9,7,15,9,3,12,115,0,745
non-intervention--0098,39,13,10,3,19,7,10,22,5,4,13,4,9,4,12,8,1,15,94,0,651
non-intervention--0098,40,11,9,5,12,5,7,12,2,0,8,4,7,5,12,7,0,12,86,0,565
non-intervention--0098,41,13,10,0,15,7,6,11,2,5,8,2,4,3,13,8,0,8,69,0,496
non-intervention--0098,42,9,4,3,7,5,6,4,6,3,5,2,7,11,6,7,0,2,83,0,413
non-intervention--0098,43,11,4,3,7,5,3,7,2,1,4,4,5,6,7,4,1,6,65,0,348
non-intervention--0098,44,4,2,1,7,4,5,7,2,2,1,1,2,5,6,4,1,3,55,0,293
non-intervention--0098,45,4,2,0,5,3,2,6,3,1,1,1,6,5,1,3,0,3,42,0,251
non-intervention--0098,46,7,0,3,4,4,4,3,0,0,3,2,7,3,6,2,1,2,49,0,202
non-intervention--0098,47,2,2,1,6,1,2,5,1,0,0,0,3,3,3,3,0,1,38,0,164
non-intervention--0098,48,2,1,2,2,1,1,4,0,2,2,0,7,2,4,2,0,1,30,0,134
non-intervention--0098,49,5,2,0,4,0,2,7,1,0,2,1,1,4,2,0,1,0,26,0,108
non-intervention--0098,50,4,2,0,1,1,3,2,0,1,3,2,1,1,2,2,0,1,20,0,88
non-intervention--0098,51,4,0,0,0,1,3,1,2,1,4,1,1,2,0,3,0,0,17,0,71
non-intervention--0098,52,0,2,0,2,0,1,1,0,0,3,0,4,0,3,1,0,1,16,0,55
non-intervention--0098,53,1,1,0,0,1,2,2,0,0,0,0,1,0,0,0,0,2,13,0,42
non-intervention--0098,54,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,16,0,26
non-intervention--0098,55,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,4,0,22
non-intervention--0098,56,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,5,0,17
non-intervention--0098,57,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6,0,11
non-intervention--0098,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,8
non-intervention--0098,59,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,6
non-intervention--0098,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2
non-intervention--0098,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
non-intervention--0098,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
non-intervention--0098,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
non-intervention--0073,1,203,29,2,40,292,76,74,89,28,8,59,7,104,17,127,1128,181,242,0,9758
non-intervention--0073,2,176,53,4,69,295,96,96,66,31,24,64,11,154,17,135,1136,173,224,0,9534
non-intervention--0073,3,161,59,4,63,311,120,73,74,28,19,57,4,171,15,141,1031,156,223,0,9311
non-intervention--0073,4,155,53,5,91,308,124,99,69,42,37,68,7,199,13,142,897,143,251,0,9060
non-intervention--0073,5,149,68,7,114,298,120,109,74,22,35,52,17,178,28,128,745,152,295,0,8765
non-intervention--0073,6,149,77,6,101,278,126,103,74,47,37,44,6,169,33,130,609,128,263,0,8502
non-intervention--0073,7,175,76,6,139,278,120,83,66,31,45,42,15,162,34,130,496,150,226,0,8276
non-intervention--0073,8,163,91,7,132,252,130,108,69,48,60,51,17,176,48,98,456,117,274,0,8002
non-intervention--0073,9,147,69,8,146,215,129,102,58,41,55,47,17,156,28,131,354,147,277,0,7725
non-intervention--0073,10,147,76,11,150,240,125,99,55,35,51,40,16,149,52,94,332,124,277,0,7448
non-intervention--0073,11,160,64,12,156,221,126,101,66,34,57,45,23,140,51,95,248,116,289,0,7159
non-intervention--0073,12,144,60,15,137,217,122,102,45,24,73,27,18,112,48,87,212,131,279,0,6880
non-intervention--0073,13,133,63,17,161,174,105,97,51,35,59,51,25,141,50,78,163,90,279,0,6601
non-intervention--0073,14,131,67,15,172,175,118,97,56,25,64,35,26,119,45,99,148,115,264,0,6337
non-intervention--0073,15,114,54,15,154,174,116,92,55,30,71,47,20,97,66,67,126,98,278,0,6059
non-intervention--0073,16,116,61,8,157,155,106,87,36,21,70,43,28,104,74,82,98,111,286,0,5773
non-intervention--0073,17,109,59,19,129,145,109,81,36,26,66,28,29,97,44,78,83,100,299,0,5474
non-intervention--0073,18,92,65,15,146,128,96,86,38,20,69,36,39,92,53,67,82,81,316,0,5158
non-intervention--0073,19,94,67,15,134,122,62,81,39,32,50,29,40,95,60,53,73,81,300,0,4858
non-intervention--0073,20,93,67,11,123,105,63,92,31,27,57,36,35,77,53,61,53,61,279,0,4579
non-intervention--0073,21,82,60,14,123,100,72,75,49,24,65,31,32,80,62,58,50,76,295,0,4284
non-intervention--0073,22,74,58,8,108,111,61,75,30,21,62,25,41,60,56,68,27,77,279,0,4005
non-intervention--0073,23,72,50,13,114,71,65,63,42,18,59,22,41,44,61,57,29,73,283,0,3722
non-intervention--0073,24,61,50,14,107,57,55,65,25,14,60,21,39,52,43,50,24,59,267,0,3455
non-intervention--0073,25,82,46,10,98,58,37,78,21,22,55,24,30,58,58,59,21,52,283,0,3172
non-intervention--0073,26,86,39,10,84,63,51,58,28,22,39,16,36,48,42,48,16,49,262,0,2910
non-intervention--0073,27,51,36,7,78,48,50,50,28,25,47,15,26,46,47,40,10,40,281,0,2629
non-intervention--0073,28,41,37,9,72,56,42,40,23,14,46,18,25,35,34,41,11,42,260,0,2369
non-intervention--0073,29,54,40,17,60,44,40,42,23,7,40,13,23,34,46,35,10,49,216,0,2153
non-intervention--0073,30,47,31,7,61,34,27,39,21,13,30,15,23,32,25,38,4,36,211,0,1942
non-intervention--0073,31,36,29,10,48,29,28,31,16,10,28,12,24,34,36,28,10,28,177,0,1765
non-intervention--0073,32,40,30,7,56,27,28,30,10,9,32,10,29,27,32,28,10,24,158,0,1607
non-intervention--0073,33,26,23,4,41,26,21,26,16,12,21,14,20,28,32,20,6,28,198,0,1409
non-intervention--0073,34,36,14,9,39,15,17,33,7,7,16,12,18,16,23,21,3,12,136,0,1273
non-intervention--0073,35,25,22,6,45,21,17,22,5,6,20,8,15,17,16,15,3,10,153,0,1120
non-intervention--0073,36,19,13,7,26,14,16,32,8,6,13,11,12,18,17,22,2,11,134,0,986
non-intervention--0073,37,22,12,5,20,7,23,22,6,6,15,5,14,10,23,13,0,14,117,0,869
non-intervention--0073,38,15,16,4,23,11,8,13,4,4,11,5,14,16,13,7,1,10,117,0,752
non-intervention--0073,39,13,12,2,20,15,11,16,7,1,15,2,11,9,14,10,2,11,103,0,649
non-intervention--0073,40,7,8,4,16,8,12,12,3,3,12,2,9,9,11,7,0,3,89,0,560
non-intervention--0073,41,6,12,2,11,5,3,14,4,1,8,1,12,7,9,7,3,5,88,0,472
non-intervention--0073,42,10,2,0,4,7,15,6,1,2,5,0,9,4,6,4,1,5,77,0,395
non-intervention--0073,43,4,4,1,9,5,8,4,4,0,5,2,5,7,12,6,0,2,44,0,351
non-intervention--0073,44,4,4,0,8,6,1,11,1,3,5,2,4,4,12,5,1,3,65,0,286
non-intervention--0073,45,1,4,1,14,4,2,6,0,0,8,0,4,1,6,3,0,5,46,0,240
non-intervention--0073,46,5,1,1,11,0,5,4,2,2,0,1,2,2,3,2,0,1,33,0,207
non-intervention--0073,47,6,0,2,4,0,2,3,2,1,4,0,9,4,2,1,0,4,36,0,171
non-intervention--0073,48,4,1,0,1,2,1,5,0,0,3,1,3,0,2,3,0,2,33,0,138
non-intervention--0073,49,3,2,0,1,0,1,4,2,1,1,0,1,1,2,2,0,0,24,0,114
non-intervention--0073,50,1,2,2,2,0,2,4,0,1,0,0,3,2,2,1,0,1,23,0,91
non-intervention--0073,51,2,1,0,2,1,2,1,1,1,2,1,2,0,5,1,1,2,16,0,75
non-intervention--0073,52,1,0,0,2,1,2,2,0,0,1,0,1,0,1,0,0,2,14,0,61
non-intervention--0073,53,0,2,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,15,0,46
non-intervention--0073,54,0,1,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,8,0,38
non-intervention--0073,55,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,8,0,30
non-intervention--0073,56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,25
non-intervention--0073,57,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,9,0,16
non-intervention--0073,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,10
non-intervention--0073,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
non-intervention--0073,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9
non-intervention--0073,61,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
non-intervention--0073,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6
non-intervention--0073,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
non-intervention--0073,64,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,3
non-intervention--0073,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
non-intervention--0073,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
non-intervention--0073,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
non-intervention--0073,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
non-intervention--0073,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
non-intervention--0073,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
non-intervention--0067,1,215,46,1,56,266,78,79,97,25,7,56,3,118,19,120,1142,166,230,0,9770
